District,Police Station,Year,FIR No.,Registration Date,FIR No,Sections,Address,Crime_Section,Latitude,Longitude
THANE CITY,BAZARPETH,2024,186,17/02/2024 12:26:42,0186/2024,"भारतीय दंड संहिता १८६०  - ३४,४२९ ; महाराष्ट्र पशु संरक्षण अधिनियम, १९७६ - ५सी,९ए ;","Next to Hospital, BAZARPETH",Animal Offense,19.254095,72.928840
THANE CITY,BAZARPETH,2024,185,16/02/2024 22:48:07,0185/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Kalwa, BAZARPETH",Public Safety Violation,19.152935,73.020033
THANE CITY,BAZARPETH,2024,184,16/02/2024 22:40:23,0184/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Kalwa, BAZARPETH",Public Safety Violation,19.160526,72.945690
THANE CITY,BAZARPETH,2024,183,16/02/2024 21:59:48,0183/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Kalwa, BAZARPETH",Public Safety Violation,19.204091,73.017167
THANE CITY,BAZARPETH,2024,182,16/02/2024 21:24:11,0182/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Block C, BAZARPETH",Public Safety Violation,19.236686,72.973305
THANE CITY,BAZARPETH,2024,181,16/02/2024 21:07:41,0181/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Next to Hospital, BAZARPETH",Public Safety Violation,19.172151,73.019399
THANE CITY,BAZARPETH,2024,180,16/02/2024 00:45:11,0180/2024,"गुंगीकारक औषधीदव्‍य आणि मनोव्‍यापारावर परिणाम करणारे प्रदार्थ अधिनियम, १९८५  - 27,8(c) ;","Block C, BAZARPETH",Drug Offense,19.274896,72.944760
THANE CITY,BAZARPETH,2024,179,15/02/2024 21:50:15,0179/2024,"महाराष्ट्र पोलीस अधिनियम, १९५१ - 142 ;","Kalwa, BAZARPETH",Law Enforcement Obstruction,19.236792,72.962207
THANE CITY,BAZARPETH,2024,178,15/02/2024 20:59:18,0178/2024,"महाराष्ट्र दारूबंदी अधिनियम,१९४९ - 65(e) ;","Block C, BAZARPETH",Prohibition Offense,19.269575,73.025447
THANE CITY,BAZARPETH,2024,177,15/02/2024 20:18:54,0177/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Next to Hospital, BAZARPETH",Public Safety Violation,19.179498,72.942032
THANE CITY,BAZARPETH,2024,176,15/02/2024 20:08:51,0176/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Kalwa, BAZARPETH",Public Safety Violation,19.161855,73.008411
THANE CITY,BAZARPETH,2024,175,15/02/2024 19:57:03,0175/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Next to Hospital, BAZARPETH",Public Safety Violation,19.267302,72.942144
THANE CITY,BAZARPETH,2024,174,15/02/2024 19:46:07,0174/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Kalwa, BAZARPETH",Public Safety Violation,19.277655,72.926571
THANE CITY,BAZARPETH,2024,325,30/04/2024 20:26:00,0325/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Next to Hospital, BAZARPETH",Public Safety Violation,19.242636,72.987604
THANE CITY,BAZARPETH,2024,324,30/04/2024 20:08:00,0324/2024,"भारतीय दंड संहिता १८६०  - ११४,३२३,३२४,३४,३९४,506(2),५०४ ;","Next to Hospital, BAZARPETH",Assault,19.250990,73.001967
THANE CITY,BAZARPETH,2024,323,30/04/2024 19:49:00,0323/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Next to Hospital, BAZARPETH",Public Safety Violation,19.173895,72.924968
THANE CITY,BAZARPETH,2024,322,29/04/2024 20:50:17,0322/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Next to Hospital, BAZARPETH",Public Safety Violation,19.199587,73.001198
THANE CITY,BAZARPETH,2024,321,29/04/2024 20:40:13,0321/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Next to Hospital, BAZARPETH",Public Safety Violation,19.244139,72.958378
THANE CITY,BAZARPETH,2024,320,29/04/2024 13:30:38,0320/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Next to Hospital, BAZARPETH",Public Safety Violation,19.197798,72.977705
THANE CITY,BAZARPETH,2024,319,29/04/2024 13:01:30,0319/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Next to Hospital, BAZARPETH",Public Safety Violation,19.174035,72.979605
THANE CITY,BAZARPETH,2024,318,29/04/2024 09:46:39,0318/2024,"भारतीय दंड संहिता १८६०  - ३४,३८०,४५४ ;","Kalwa, BAZARPETH",Theft/Robbery,19.155520,72.994331
THANE CITY,BAZARPETH,2024,317,29/04/2024 00:47:06,0317/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Next to Hospital, BAZARPETH",Public Safety Violation,19.225631,72.958320
THANE CITY,BAZARPETH,2024,316,28/04/2024 21:13:47,0316/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Block C, BAZARPETH",Public Safety Violation,19.176349,72.998774
THANE CITY,BAZARPETH,2024,315,28/04/2024 20:55:53,0315/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Next to Hospital, BAZARPETH",Public Safety Violation,19.204762,72.947819
THANE CITY,BAZARPETH,2024,314,28/04/2024 20:10:24,0314/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Next to Hospital, BAZARPETH",Public Safety Violation,19.251805,73.009301
THANE CITY,BAZARPETH,2024,313,28/04/2024 19:57:19,0313/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Next to Hospital, BAZARPETH",Public Safety Violation,19.242449,72.933251
THANE CITY,BAZARPETH,2024,312,28/04/2024 19:46:03,0312/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Next to Hospital, BAZARPETH",Public Safety Violation,19.170843,73.020362
THANE CITY,BAZARPETH,2024,311,28/04/2024 16:11:19,0311/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Next to Hospital, BAZARPETH",Public Safety Violation,19.188342,73.034855
THANE CITY,BAZARPETH,2024,310,26/04/2024 19:14:10,0310/2024,"गुंगीकारक औषधीदव्‍य आणि मनोव्‍यापारावर परिणाम करणारे प्रदार्थ अधिनियम, १९८५  - 27,8(c) ;","Block C, BAZARPETH",Drug Offense,19.254441,72.928409
THANE CITY,BAZARPETH,2024,309,26/04/2024 13:30:37,0309/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Block C, BAZARPETH",Public Safety Violation,19.246159,73.019658
THANE CITY,BAZARPETH,2024,308,26/04/2024 13:23:52,0308/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Next to Hospital, BAZARPETH",Public Safety Violation,19.174878,73.041013
THANE CITY,BAZARPETH,2024,307,26/04/2024 12:38:39,0307/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Kalwa, BAZARPETH",Public Safety Violation,19.214045,73.049243
THANE CITY,BAZARPETH,2024,306,26/04/2024 12:32:52,0306/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Block C, BAZARPETH",Public Safety Violation,19.220117,72.950535
THANE CITY,BAZARPETH,2024,305,25/04/2024 22:16:27,0305/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Kalwa, BAZARPETH",Public Safety Violation,19.194863,73.022784
THANE CITY,BAZARPETH,2024,304,25/04/2024 22:10:00,0304/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Kalwa, BAZARPETH",Public Safety Violation,19.221698,72.948298
THANE CITY,BAZARPETH,2024,303,25/04/2024 22:01:31,0303/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Kalwa, BAZARPETH",Public Safety Violation,19.160341,73.045100
THANE CITY,BAZARPETH,2024,302,25/04/2024 21:43:42,0302/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Block C, BAZARPETH",Public Safety Violation,19.165724,73.019787
THANE CITY,BAZARPETH,2024,301,25/04/2024 21:36:12,0301/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Block C, BAZARPETH",Public Safety Violation,19.204309,72.985951
THANE CITY,BAZARPETH,2024,300,25/04/2024 20:15:43,0300/2024,"गुंगीकारक औषधीदव्‍य आणि मनोव्‍यापारावर परिणाम करणारे प्रदार्थ अधिनियम, १९८५  - 27,8(c) ;","Next to Hospital, BAZARPETH",Drug Offense,19.241075,73.013743
THANE CITY,BAZARPETH,2024,299,25/04/2024 20:01:28,0299/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Next to Hospital, BAZARPETH",Public Safety Violation,19.163642,72.967155
THANE CITY,BAZARPETH,2024,298,25/04/2024 19:55:56,0298/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Kalwa, BAZARPETH",Public Safety Violation,19.210603,73.042663
THANE CITY,BAZARPETH,2024,297,25/04/2024 19:30:22,0297/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Block C, BAZARPETH",Public Safety Violation,19.173292,72.928200
THANE CITY,BAZARPETH,2024,296,25/04/2024 19:22:03,0296/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Next to Hospital, BAZARPETH",Public Safety Violation,19.267498,72.930914
THANE CITY,BAZARPETH,2024,295,25/04/2024 19:10:52,0295/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Next to Hospital, BAZARPETH",Public Safety Violation,19.174528,73.038731
THANE CITY,BAZARPETH,2024,294,25/04/2024 19:04:23,0294/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Block C, BAZARPETH",Public Safety Violation,19.206054,73.021802
THANE CITY,BAZARPETH,2024,293,24/04/2024 20:28:05,0293/2024,भारतीय दंड संहiता १८६०  - २८३ ;,"Next to Hospital, BAZARPETH",Public Safety Violation,19.246073,73.005281
THANE CITY,BAZARPETH,2024,292,24/04/2024 19:10:30,0292/2024,भारतीय दंड संहिता १८६०  - ३७९ ;,"Kalwa, BAZARPETH",Theft/Robbery,19.224964,73.015183
THANE CITY,BAZARPETH,2024,291,22/04/2024 20:44:39,0291/2024,"भारतीय दंड संहिता १८६०  - २७९,३३७,४२७ ; मोटरवाहन अधिनियम, १९८८  - 134(A),134(B),184 ;","Next to Hospital, BAZARPETH",Assault,19.239237,73.010097
THANE CITY,BAZARPETH,2024,290,20/04/2024 01:24:52,0290/2024,"महाराष्ट्र पोलीस अधिनियम, १९५१ - 122C ;","Kalwa, BAZARPETH",Law Enforcement Obstruction,19.186437,72.989776
THANE CITY,BAZARPETH,2024,289,19/04/2024 22:59:08,0289/2024,"शस्‍त्र अधिनियम, १९५९ - 25,4 ; महाराष्ट्र पोलीस अधिनियम, १९५१ - 135,37(1) ;","Next to Hospital, BAZARPETH",Law Enforcement Obstruction,19.216985,72.948144
THANE CITY,BAZARPETH,2024,288,19/04/2024 21:57:33,0288/2024,"गुंगीकारक औषधीदव्‍य आणि मनोव्‍यापारावर परिणाम करणारे प्रदार्थ अधिनियम, १९८५  - 27,8(c) ;","Block C, BAZARPETH",Drug Offense,19.216876,72.948740
THANE CITY,BAZARPETH,2024,287,16/04/2024 23:06:55,0287/2024,भारतीय दंड संहिता १८६०  - ३७९ ;,"Next to Hospital, BAZARPETH",Theft/Robbery,19.151421,73.042738
THANE CITY,BAZARPETH,2024,286,16/04/2024 16:27:18,0286/2024,"शस्‍त्र अधिनियम, १९५९ - 25,4 ; महाराष्ट्र पोलीस अधिनियम, १९५१ - 135,37(1) ;","Block C, BAZARPETH",Law Enforcement Obstruction,19.241418,72.987791
THANE CITY,BAZARPETH,2024,285,14/04/2024 16:00:56,0285/2024,"भारतीय दंड संहिता १८६०  - ३८०,४५४,४५७ ;","Next to Hospital, BAZARPETH",Theft/Robbery,19.214450,73.001783
THANE CITY,BAZARPETH,2024,284,13/04/2024 12:48:01,0284/2024,भारतीय दंड संहिता १८६०  - 304-A ;,"Kalwa, BAZARPETH",Murder,19.274085,72.944720
THANE CITY,BAZARPETH,2024,283,12/04/2024 20:39:35,0283/2024,"महाराष्ट्र दारूबंदी अधिनियम,१९४९ - 65(e) ;","Block C, BAZARPETH",Prohibition Offense,19.193393,72.958843
THANE CITY,BAZARPETH,2024,282,12/04/2024 14:37:47,0282/2024,"शस्‍त्र अधिनियम, १९५९ - 25,4 ; भारतीय दंड संहिता १८६०  - ३२३,५०४,५०६ ; महाराष्ट्र पोलीस अधिनियम, १९५१ - 135,37(1) ;","Block C, BAZARPETH",Law Enforcement Obstruction,19.267618,73.035181
THANE CITY,BAZARPETH,2024,281,12/04/2024 13:36:07,0281/2024,"गुंगीकारक औषधीदव्‍य आणि मनोव्‍यापारावर परिणाम करणारे प्रदार्थ अधिनियम, १९८५  - 27,8(c) ;","Next to Hospital, BAZARPETH",Drug Offense,19.163401,72.958273
THANE CITY,BAZARPETH,2024,280,11/04/2024 23:29:15,0280/2024,भारतीय दंड संहिता १८६०  - ३६३ ;,"Kalwa, BAZARPETH",Assault,19.265040,73.004732
THANE CITY,BAZARPETH,2024,279,11/04/2024 02:09:31,0279/2024,"भारतीय दंड संहिता १८६०  - ३४,४२९ ;","Block C, BAZARPETH",Property Damage,19.240365,72.971589
THANE CITY,BAZARPETH,2024,278,09/04/2024 03:50:00,0278/2024,"महाराष्ट्र पोलीस अधिनियम, १९५१ - 122C ;","Kalwa, BAZARPETH",Law Enforcement Obstruction,19.262081,72.979451
THANE CITY,BAZARPETH,2024,277,09/04/2024 03:25:00,0277/2024,"शस्‍त्र अधिनियम, १९५९ - 25,4 ; महाराष्ट्र पोलीस अधिनियम, १९५१ - 135,37(1) ;","Kalwa, BAZARPETH",Law Enforcement Obstruction,19.224411,72.930733
THANE CITY,BAZARPETH,2024,276,08/04/2024 00:20:04,0276/2024,"महाराष्ट्र दारूबंदी अधिनियम,१९४९ - 65(e) ;","Block C, BAZARPETH",Prohibition Offense,19.232174,72.945113
THANE CITY,BAZARPETH,2024,373,25/06/2024 18:20:41,0373/2024,"भारतीय दंड संहिता १८६०  - ३३६,३३७,३३८ ; मुंबई प्रांतीय महापालिका अधिनियम 1949 - 397A ;","Next to Hospital, BAZARPETH",Assault,19.249316,73.047937
THANE CITY,BAZARPETH,2024,372,24/06/2024 19:12:11,0372/2024,"भारतीय दंड संहिता १८६०  - २७९,३३७ ; मोटरवाहन अधिनियम, १९८८  - 134(A),134(B),184 ;","Kalwa, BAZARPETH",Assault,19.171739,73.045355
THANE CITY,BAZARPETH,2024,371,23/06/2024 09:02:12,0371/2024,"भारतीय दंड संहिता १८६०  - ३२६,३४ ;","Block C, BAZARPETH",Assault,19.246022,72.943382
THANE CITY,BAZARPETH,2024,370,21/06/2024 09:08:06,0370/2024,भारतीय दंड संहिता १८६०  - २८५ ;,"Block C, BAZARPETH",Public Safety Violation,19.262702,72.939109
THANE CITY,BAZARPETH,2024,369,20/06/2024 09:28:41,0369/2024,भारतीय दंड संहिता १८६०  - २८५ ;,"Next to Hospital, BAZARPETH",Public Safety Violation,19.194582,73.004335
THANE CITY,BAZARPETH,2024,367,16/06/2024 23:00:55,0367/2024,भारतीय दंड संहिता १८६०  - ३७९ ;,"Next to Hospital, BAZARPETH",Theft/Robbery,19.175634,72.932194
THANE CITY,BAZARPETH,2024,366,15/06/2024 22:57:13,0366/2024,"गुंगीकारक औषधीदव्‍य आणि मनोव्‍यापारावर परिणाम करणारे प्रदार्थ अधिनियम, १९८५  - 27,8(c) ;","Next to Hospital, BAZARPETH",Drug Offense,19.160126,73.009416
THANE CITY,BAZARPETH,2024,365,15/06/2024 19:01:58,0365/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Next to Hospital, BAZARPETH",Public Safety Violation,19.255703,73.042118
THANE CITY,BAZARPETH,2024,364,15/06/2024 18:49:28,0364/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Kalwa, BAZARPETH",Public Safety Violation,19.178803,72.940164
THANE CITY,BAZARPETH,2024,363,14/06/2024 11:48:00,0363/2024,"भारतीय दंड संहिता १८६०  - ३४,४२९ ; प्राण्‍यांचा छळ प्रतिबंधक अधिनियम, १९६० - 5(c),9(a) ;","Next to Hospital, BAZARPETH",Animal Offense,19.170496,72.925013
THANE CITY,BAZARPETH,2024,362,12/06/2024 16:28:00,0362/2024,भारतीय दंड संहिता १८६०  - ३७९ ;,"Block C, BAZARPETH",Theft/Robbery,19.175410,72.924436
THANE CITY,BAZARPETH,2024,361,11/06/2024 22:09:49,0361/2024,"गुंगीकारक औषधीदव्‍य आणि मनोव्‍यापारावर परिणाम करणारे प्रदार्थ अधिनियम, १९८५  - 27,8(c) ;","Block C, BAZARPETH",Drug Offense,19.239996,73.019793
THANE CITY,BAZARPETH,2024,360,11/06/2024 20:55:54,0360/2024,भारतीय दंड संहिता १८६०  - ३७९ ;,"Next to Hospital, BAZARPETH",Theft/Robbery,19.255012,73.021144
THANE CITY,BAZARPETH,2024,359,11/06/2024 20:41:19,0359/2024,भारतीय दंड संहिता १८६०  - २८५ ;,"Kalwa, BAZARPETH",Public Safety Violation,19.212417,73.001232
THANE CITY,BAZARPETH,2024,358,11/06/2024 20:10:32,0358/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Next to Hospital, BAZARPETH",Public Safety Violation,19.253769,72.923643
THANE CITY,BAZARPETH,2024,357,11/06/2024 19:33:15,0357/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Next to Hospital, BAZARPETH",Public Safety Violation,19.220262,72.922161
THANE CITY,BAZARPETH,2024,356,06/06/2024 17:37:50,0356/2024,"भारतीय दंड संहिता १८६०  - ३७९,४२७ ;","Block C, BAZARPETH",Theft/Robbery,19.252587,72.981296
THANE CITY,BAZARPETH,2024,355,01/06/2024 19:45:36,0355/2024,भारतीय दंड संहिता १८६०  - ३७९ ;,"Kalwa, BAZARPETH",Theft/Robbery,19.193993,72.941121
THANE CITY,BAZARPETH,2024,354,01/06/2024 18:11:12,0354/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Kalwa, BAZARPETH",Public Safety Violation,19.201309,72.929669
THANE CITY,BAZARPETH,2024,353,31/05/2024 16:19:00,0353/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Kalwa, BAZARPETH",Public Safety Violation,19.253142,73.028195
THANE CITY,BAZARPETH,2024,352,31/05/2024 14:42:24,0352/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Next to Hospital, BAZARPETH",Public Safety Violation,19.209730,73.000774
THANE CITY,BAZARPETH,2024,351,31/05/2024 14:33:09,0351/2024,भारतीय दंड संहिता १८६०  - २८५ ;,"Block C, BAZARPETH",Public Safety Violation,19.278803,72.985183
THANE CITY,BAZARPETH,2024,350,29/05/2024 23:32:00,0350/2024,भारतीय दंड संहिता १८६०  - ३६३ ;,"Next to Hospital, BAZARPETH",Assault,19.223767,72.969506
THANE CITY,BAZARPETH,2024,348,29/05/2024 18:03:57,0348/2024,भारतीय दंड संहिता १८६०  - २८३ ;,"Block C, BAZARPETH",Public Safety Violation,19.207380,72.943775
THANE CITY,BAZARPETH,2024,346,26/05/2024 00:13:41,0346/2024,"भारतीय दंड संहिता १८६०  - २७९,३३६ ; मोटरवाहन अधिनियम, १९८८  - 123,177,180,181,184,4 ; केंद्रीय मोटार वाहन नियम १९८९ - 160 ;","Next to Hospital, BAZARPETH",Assault,19.251870,72.926323
THANE CITY,BAZARPETH,2024,345,25/05/2024 18:31:02,0345/2024,भारतीय दंड संहिता १८६०  - ३६३ ;,"Kalwa, BAZARPETH",Assault,19.155502,72.944864
THANE CITY,BAZARPETH,2024,344,21/05/2024 21:37:45,0344/2024,भारतीय दंड संहिता १८६०  - ३८० ;,"Kalwa, BAZARPETH",Theft/Robbery,19.231396,73.022799
THANE CITY,BAZARPETH,2024,343,20/05/2024 16:57:27,0343/2024,भारतीय दंड संहिता १८६०  - ३७९ ;,"Next to Hospital, BAZARPETH",Theft/Robbery,19.179653,72.987884
THANE CITY,BAZARPETH,2024,342,20/05/2024 02:30:02,0342/2024,"भारतीय दंड संहिता १८६०  - ३२६,५०४,५०६ ;","Kalwa, BAZARPETH",Assault,19.178970,72.961345
THANE CITY,BAZARPETH,2024,341,17/05/2024 20:33:58,0341/2024,"भारतीय दंड संहिता १८६०  - ४४७,५०४,५०६ ;","Next to Hospital, BAZARPETH",Offenses against Public Tranquility,19.195366,72.940596
THANE CITY,BAZARPETH,2024,340,15/05/2024 20:19:36,0340/2024,भारतीय दंड संहिता १८६०  - ३६३ ;,"Kalwa, BAZARPETH",Assault,19.179158,73.020314
THANE CITY,BAZARPETH,2024,339,13/05/2024 23:43:47,0339/2024,"महाराष्ट्र दारूबंदी अधिनियम,१९४९ - 65(e) ;","Next to Hospital, BAZARPETH",Prohibition Offense,19.221928,72.959809
THANE CITY,BAZARPETH,2024,338,12/05/2024 19:38:31,0338/2024,"भारतीय दंड संहिता १८६०  - ३२३,३२४,३४,५०४ ;","Block C, BAZARPETH",Assault,19.272041,72.929735
THANE CITY,BAZARPETH,2024,337,12/05/2024 03:51:35,0337/2024,"महाराष्ट्र पोलीस अधिनियम, १९५१ - 122 ;","Next to Hospital, BAZARPETH",Law Enforcement Obstruction,19.241571,72.922417
THANE CITY,BAZARPETH,2024,335,11/05/2024 14:30:52,0335/2024,"शस्‍त्र अधिनियम, १९५९ - 25,3(1) ; महाराष्ट्र पोलीस अधिनियम, १९५१ - 135,37(1) ;","Next to Hospital, BAZARPETH",Law Enforcement Obstruction,19.250051,72.977063
THANE CITY,BAZARPETH,2024,334,10/05/2024 20:27:43,0334/2024,"भारतीय दंड संहिता १८६०  - ३२३,३२४,५०४,५०६ ;","Next to Hospital, BAZARPETH",Assault,19.264514,73.013228
THANE CITY,BAZARPETH,2024,333,09/05/2024 20:33:20,0333/2024,भारतीय दंड संहिता १८६०  - ३७९ ;,"Block C, BAZARPETH",Theft/Robbery,19.233222,73.012549
THANE CITY,BAZARPETH,2024,332,09/05/2024 15:21:31,0332/2024,"भारतीय दंड संहिता १८६०  - ३२३,३४,498-A,५०४,५०६ ;","Next to Hospital, BAZARPETH",Assault,19.163882,72.986052
THANE CITY,BAZARPETH,2024,331,09/05/2024 02:46:49,0331/2024,"गुंगीकारक औषधीदव्‍य आणि मनोव्‍यापारावर परिणाम करणारे प्रदार्थ अधिनियम, १९८५  - 27,8(c) ;","Next to Hospital, BAZARPETH",Drug Offense,19.214072,73.024141
THANE CITY,BAZARPETH,2024,330,07/05/2024 01:24:42,0330/2024,"शस्‍त्र अधिनियम, १९५९ - 25,4 ; महाराष्ट्र पोलीस अधिनियम, १९५१ - 135,37(1) ;","Kalwa, BAZARPETH",Law Enforcement Obstruction,19.207610,73.011036
THANE CITY,BAZARPETH,2024,329,06/05/2024 22:25:22,0329/2024,"महाराष्ट्र दारूबंदी अधिनियम,१९४९ - 65(e) ;","Block C, BAZARPETH",Prohibition Offense,19.218185,72.936624
THANE CITY,BAZARPETH,2024,328,06/05/2024 22:07:00,0328/2024,"गुंगीकारक औषधीदव्‍य आणि मनोव्‍यापारावर परिणाम करणारे प्रदार्थ अधिनियम, १९८५  - 27,8(c) ;","Block C, BAZARPETH",Drug Offense,19.198416,73.007934
THANE CITY,BAZARPETH,2024,326,02/05/2024 22:46:56,0326/2024,"महाराष्ट्र दारूबंदी अधिनियम,१९४९ - 68 ;","Kalwa, BAZARPETH",Prohibition Offense,19.183992,72.972009
THANE CITY,BAZARPETH,2024,430,31/08/2024 17:14:34,0430/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 125(a),281 ;","Kalwa, BAZARPETH",Bharatiya Nyaya Sanhita Offense,19.186347,72.978307
THANE CITY,BAZARPETH,2024,429,30/08/2024 20:52:00,0429/2024,"महाराष्ट्र जुगार प्रतिबंधक अधिनियम, १८८७ - 12(a) ;","Next to Hospital, BAZARPETH",Law Enforcement Obstruction,19.163968,72.993527
THANE CITY,BAZARPETH,2024,428,30/08/2024 20:39:46,0428/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 3(5),316(2),318(4),351(3) ;","Next to Hospital, BAZARPETH",Bharatiya Nyaya Sanhita Offense,19.163112,72.975808
THANE CITY,BAZARPETH,2024,427,29/08/2024 17:01:50,0427/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 303(2) ;","Kalwa, BAZARPETH",Bharatiya Nyaya Sanhita Offense,19.196964,72.990175
THANE CITY,BAZARPETH,2024,426,29/08/2024 03:06:22,0426/2024,"महाराष्ट्र पोलीस अधिनियम, १९५१ - 142 ;","Next to Hospital, BAZARPETH",Law Enforcement Obstruction,19.176667,72.931617
THANE CITY,BAZARPETH,2024,425,26/08/2024 16:23:22,0425/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 303(2) ;","Next to Hospital, BAZARPETH",Bharatiya Nyaya Sanhita Offense,19.224195,73.008875
THANE CITY,BAZARPETH,2024,424,25/08/2024 13:58:23,0424/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 303(2) ;","Kalwa, BAZARPETH",Bharatiya Nyaya Sanhita Offense,19.233969,72.971089
THANE CITY,BAZARPETH,2024,423,25/08/2024 09:18:59,0423/2024,"मोटरवाहन अधिनियम, १९८८  - 134(A),134(B) ; भारतीय न्याय संहिता (बी एन एस), 2023 - 125(a),125(b),281 ;","Block C, BAZARPETH",Bharatiya Nyaya Sanhita Offense,19.249862,72.990794
THANE CITY,BAZARPETH,2024,422,24/08/2024 10:13:00,0422/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 3(5),303(2) ;","Next to Hospital, BAZARPETH",Bharatiya Nyaya Sanhita Offense,19.203253,72.985336
THANE CITY,BAZARPETH,2024,421,23/08/2024 23:25:49,0421/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 305 ;","Block C, BAZARPETH",Bharatiya Nyaya Sanhita Offense,19.200177,72.931363
THANE CITY,BAZARPETH,2024,420,17/08/2024 12:02:51,0420/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 305 ;","Kalwa, BAZARPETH",Bharatiya Nyaya Sanhita Offense,19.260733,72.940894
THANE CITY,BAZARPETH,2024,419,15/08/2024 22:43:46,0419/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 303(2) ;","Block C, BAZARPETH",Bharatiya Nyaya Sanhita Offense,19.203902,72.976048
THANE CITY,BAZARPETH,2024,418,09/08/2024 14:10:55,0418/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 109,3(5) ;","Next to Hospital, BAZARPETH",Bharatiya Nyaya Sanhita Offense,19.216134,72.929004
THANE CITY,BAZARPETH,2024,417,09/08/2024 12:23:50,0417/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 325 ;","Kalwa, BAZARPETH",Bharatiya Nyaya Sanhita Offense,19.266125,72.966653
THANE CITY,BAZARPETH,2024,416,08/08/2024 12:36:07,0416/2024,"भारतीय दंड संहिता १८६०  - 120-B,४०९,४२०,४६५,४६७,४६८,४७१ ; महाराष्ट्र ठेवीदारांच्‍या (वित्‍तीय संस्‍थामधील हितसंबंधाचे संरंक्षण) अधिनियम, १९९९ - 3,4 ;","Kalwa, BAZARPETH",Theft/Robbery,19.219331,73.048290
THANE CITY,BAZARPETH,2024,415,07/08/2024 14:14:11,0415/2024,"माहिती तंत्रज्ञान अधिनियम, २००० - 66(C),६६(ड) ; भारतीय न्याय संहिता (बी एन एस), 2023 - 318(4),319(2) ;","Kalwa, BAZARPETH",Cyber Crime,19.257729,73.004448
THANE CITY,BAZARPETH,2024,414,06/08/2024 22:15:18,0414/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 3(5),305,331(4),62 ;","Block C, BAZARPETH",Bharatiya Nyaya Sanhita Offense,19.278324,72.934260
THANE CITY,BAZARPETH,2024,413,05/08/2024 14:12:03,0413/2024,"भारतीय दंड संहिता १८६०  - ३२३,३४,498-A,५०४,५०६ ;","Block C, BAZARPETH",Assault,19.166795,72.989555
